id,costo,descripcion
37156,150,expect
37157,19,whose
37158,165,improve
37159,179,real
37160,117,low
37161,49,threat
37162,32,project
37163,176,always
37164,109,any
37165,23,after
37166,124,about
37167,48,law
37168,27,however
37169,56,hold
37170,191,three
37171,184,question
37172,43,security
37173,133,career
37174,144,entire
37175,28,financial
37176,137,kid
37177,141,candidate
37178,21,a
37179,19,speech
37180,197,site
37181,63,keep
37182,36,chance
37183,126,any
37184,86,tax
37185,37,fact
37186,145,certainly
37187,198,apply
37188,19,wind
37189,155,thousand
37190,80,stuff
37191,169,age
37192,142,memory
37193,89,fight
37194,90,mission
37195,178,between
37196,117,all
37197,138,grow
37198,35,meeting
37199,86,cover
37200,190,hand
37201,145,sister
37202,183,speak
37203,99,statement
37204,129,recently
37205,196,let
37206,23,week
37207,63,leave
37208,37,perhaps
37209,127,picture
37210,47,role
37211,194,everything
37212,133,bill
37213,151,big
37214,39,similar
37215,91,consumer
37216,12,support
37217,195,say
37218,95,blood
37219,69,brother
37220,135,organization
37221,57,morning
37222,121,teach
37223,131,run
37224,127,such
37225,180,there
37226,29,term
37227,153,success
37228,35,tough
37229,71,image
37230,12,event
37231,152,lawyer
37232,125,cut
37233,44,mission
37234,195,rise
37235,148,nothing
37236,190,best
37237,20,our
37238,118,deal
37239,97,feeling
37240,124,indicate
37241,58,wind
37242,94,candidate
37243,117,water
37244,21,away
37245,190,no
37246,87,most
37247,14,wife
37248,102,course
37249,138,say
37250,185,team
37251,86,bank
37252,72,suggest
37253,60,sense
37254,118,in
37255,175,finish
37256,122,appear
37257,118,politics
37258,120,outside
37259,85,happen
37260,182,relate
37261,23,hotel
37262,162,common
37263,112,either
37264,125,child
37265,136,ask
37266,51,pattern
37267,183,yard
37268,108,article
37269,179,lay
37270,184,cell
37271,200,whose
37272,64,growth
37273,47,themselves
37274,77,court
37275,54,former
37276,144,force
37277,66,though
37278,90,guy
37279,151,film
37280,167,large
37281,177,politics
37282,42,need
37283,78,thing
37284,90,result
37285,119,fear
37286,72,enter
37287,42,order
37288,87,official
37289,140,meeting
37290,12,look
37291,175,have
37292,71,father
37293,33,again
37294,100,marriage
37295,142,learn
37296,176,civil
37297,117,rule
37298,124,it
37299,65,class
37300,179,scene
37301,164,week
37302,109,speak
37303,135,ahead
37304,133,look
37305,84,avoid
37306,15,follow
37307,136,not
37308,24,glass
37309,48,court
37310,160,economy
37311,121,yourself
37312,157,sometimes
37313,60,option
37314,60,far
37315,170,easy
37316,21,attack
37317,106,civil
37318,49,live
37319,146,head
37320,86,paper
37321,73,into
37322,122,morning
37323,133,I
37324,144,international
37325,57,side
37326,148,thousand
37327,143,before
37328,104,sound
37329,161,science
37330,55,police
37331,47,couple
37332,127,where
37333,196,east
37334,79,hotel
37335,173,green
37336,173,beat
37337,21,before
37338,80,tough
37339,77,vote
37340,175,can
37341,177,loss
37342,24,pass
37343,185,century
37344,94,certain
37345,170,her
37346,56,record
37347,192,body
37348,156,set
37349,23,federal
37350,49,reality
37351,132,rise
37352,173,until
37353,134,company
37354,182,sing
37355,94,alone
37356,26,house
37357,176,growth
37358,28,loss
37359,162,them
37360,100,unit
37361,129,rule
37362,49,say
37363,176,though
37364,142,west
37365,30,of
37366,183,citizen
37367,57,whole
37368,95,form
37369,93,fund
37370,158,similar
37371,41,million
37372,35,fall
37373,45,best
37374,41,be
37375,187,detail
37376,123,capital
37377,196,always
37378,141,field
37379,39,himself
37380,34,clearly
37381,24,company
37382,182,design
37383,146,top
37384,20,course
37385,165,film
37386,152,former
37387,15,section
37388,127,election
37389,157,leave
37390,107,decade
37391,158,thus
37392,40,town
37393,50,others
37394,96,rock
37395,96,produce
37396,153,actually
37397,132,word
37398,110,be
37399,85,without
37400,140,tend
37401,117,five
37402,132,somebody
37403,121,fall
37404,36,character
37405,34,number
37406,43,film
37407,31,point
37408,179,today
37409,19,sort
37410,21,responsibility
37411,193,scientist
37412,39,example
37413,24,try
37414,121,these
37415,45,decision
37416,120,stand
37417,95,defense
37418,129,suddenly
37419,61,actually
37420,80,charge
37421,199,rate
37422,129,could
37423,104,history
37424,55,military
37425,178,hot
37426,131,strategy
37427,38,police
37428,167,program
37429,150,it
37430,69,discuss
37431,27,building
37432,68,argue
37433,78,more
37434,196,better
37435,88,pull
37436,13,positive
37437,112,indeed
37438,17,accept
37439,151,nation
37440,75,painting
37441,167,some
37442,183,let
37443,50,now
37444,161,step
37445,62,onto
37446,68,scientist
37447,58,toward
37448,78,discussion
37449,136,her
37450,169,personal
37451,166,local
37452,18,identify
37453,68,early
37454,82,minute
37455,89,figure
37456,154,tend
37457,114,toward
37458,128,somebody
37459,67,place
37460,155,four
37461,169,answer
37462,92,water
37463,114,blue
37464,110,matter
37465,174,officer
37466,165,medical
37467,168,usually
37468,50,cut
37469,199,outside
37470,177,push
37471,12,rise
37472,99,card
37473,106,write
37474,120,itself
37475,60,understand
37476,145,let
37477,148,director
37478,36,agreement
37479,159,several
37480,158,friend
37481,31,consumer
37482,138,long
37483,74,as
37484,138,take
37485,57,what
37486,24,voice
37487,89,spring
37488,124,realize
37489,165,director
37490,109,Mr
37491,26,effort
37492,61,continue
37493,34,cost
37494,182,will
37495,51,focus
37496,93,amount
37497,119,page
37498,169,in
37499,86,eye
37500,12,number
37501,120,or
37502,151,chair
37503,51,like
37504,55,effect
37505,183,quality
37506,140,capital
37507,185,level
37508,10,theory
37509,149,act
37510,169,coach
37511,107,local
37512,184,around
37513,155,south
37514,45,doctor
37515,183,government
37516,13,bar
37517,27,environment
37518,15,time
37519,161,coach
37520,147,break
37521,102,then
37522,190,open
37523,147,strong
37524,19,wife
37525,127,lead
37526,128,assume
37527,194,red
37528,51,however
37529,112,citizen
37530,76,responsibility
37531,104,detail
37532,21,mother
37533,77,area
37534,147,throughout
37535,44,again
37536,64,at
37537,147,someone
37538,96,information
37539,113,itself
37540,121,evening
37541,107,cost
37542,26,know
37543,88,animal
37544,121,ability
37545,143,economic
37546,111,identify
37547,35,suffer
37548,194,least
37549,164,its
37550,36,building
37551,169,test
37552,119,something
37553,38,race
37554,84,age
37555,143,kitchen
37556,47,culture
37557,58,support
37558,26,heart
37559,92,whom
37560,74,firm
37561,196,send
37562,151,leg
37563,31,father
37564,55,know
37565,170,oil
37566,191,of
37567,98,organization
37568,55,receive
37569,173,next
37570,165,water
37571,137,draw
37572,89,child
37573,30,trouble
37574,36,whether
37575,165,education
37576,73,daughter
37577,162,organization
37578,138,thought
37579,99,professor
37580,103,off
37581,69,food
37582,191,so
37583,104,public
37584,132,executive
37585,43,place
37586,19,think
37587,142,another
37588,188,house
37589,143,less
37590,50,relationship
37591,13,gun
37592,78,well
37593,168,along
37594,145,see
37595,87,ahead
37596,147,there
37597,34,detail
37598,146,draw
37599,178,three
37600,123,explain
37601,11,according
37602,156,response
37603,112,especially
37604,70,note
37605,102,girl
37606,148,green
37607,27,think
37608,173,successful
37609,192,than
37610,57,win
37611,17,song
37612,92,serve
37613,111,fast
37614,103,sometimes
37615,103,capital
37616,129,control
37617,110,true
37618,176,risk
37619,74,edge
37620,45,like
37621,104,its
37622,58,vote
37623,146,world
37624,145,charge
37625,104,involve
37626,163,fill
37627,191,thousand
37628,100,time
37629,139,recognize
37630,166,suggest
37631,120,military
37632,140,young
37633,150,impact
37634,168,nearly
37635,161,both
37636,87,bag
37637,163,business
37638,173,visit
37639,71,many
37640,135,nature
37641,55,hope
37642,13,speak
37643,62,international
37644,14,decide
37645,100,especially
37646,63,cause
37647,162,nation
37648,159,project
37649,189,administration
37650,197,new
37651,96,environmental
37652,112,tonight
37653,88,include
37654,28,world
37655,64,difficult
37656,134,happy
37657,147,production
37658,30,political
37659,160,shoulder
37660,183,image
37661,57,away
37662,179,others
37663,163,door
37664,14,animal
37665,60,she
37666,106,suddenly
37667,13,environmental
37668,31,toward
37669,15,present
37670,72,guy
37671,71,parent
37672,37,under
37673,141,similar
37674,119,service
37675,122,from
37676,182,which
37677,112,Democrat
37678,108,travel
37679,197,general
37680,110,half
37681,154,blood
37682,112,improve
37683,186,the
37684,84,begin
37685,197,late
37686,130,any
37687,100,money
37688,16,job
37689,74,become
37690,157,quality
37691,173,give
37692,167,too
37693,89,successful
37694,17,seek
37695,70,push
37696,70,ok
37697,85,her
37698,37,each
37699,106,because
37700,170,there
37701,187,behavior
37702,70,create
37703,84,nation
37704,175,feel
37705,184,also
37706,67,face
37707,105,represent
37708,180,once
37709,68,he
37710,47,card
37711,101,right
37712,31,involve
37713,77,seven
37714,184,station
37715,148,skin
37716,118,keep
37717,122,reflect
37718,115,contain
37719,54,lot
37720,58,product
37721,149,say
37722,68,over
37723,91,help
37724,18,less
37725,42,around
37726,111,factor
37727,165,likely
37728,56,fly
37729,40,friend
37730,86,dinner
37731,155,rather
37732,43,prevent
37733,176,little
37734,27,machine
37735,199,practice
37736,195,some
37737,79,city
37738,159,single
37739,168,cause
37740,150,gas
37741,173,clear
37742,176,design
37743,148,surface
37744,113,look
37745,101,yourself
37746,11,west
37747,76,war
37748,151,computer
37749,150,stay
37750,36,most
37751,78,fly
37752,113,cold
37753,150,few
37754,49,including
37755,102,four
37756,123,fly
37757,118,lawyer
37758,92,just
37759,161,each
37760,112,understand
37761,179,herself
37762,11,security
37763,57,one
37764,156,address
37765,177,important
37766,76,character
37767,50,upon
37768,100,reduce
37769,37,state
37770,30,recent
37771,54,experience
37772,142,miss
37773,95,agency
37774,41,computer
37775,105,media
37776,165,policy
37777,105,option
37778,179,least
37779,134,behavior
37780,18,PM
37781,200,affect
37782,59,across
37783,132,no
37784,180,sometimes
37785,185,section
37786,33,first
37787,165,tax
37788,24,start
37789,54,position
37790,66,assume
37791,12,apply
37792,135,few
37793,167,assume
37794,79,economy
37795,55,space
37796,72,year
37797,121,order
37798,183,industry
37799,101,office
37800,137,hour
37801,120,hear
37802,108,sometimes
37803,110,low
37804,75,for
37805,159,story
37806,188,out
37807,101,true
37808,115,into
37809,40,remain
37810,101,try
37811,89,soldier
37812,178,public
37813,107,Republican
37814,100,person
37815,123,summer
37816,88,space
37817,80,couple
37818,134,model
37819,145,require
37820,83,rest
37821,103,defense
37822,195,concern
37823,51,physical
37824,79,science
37825,61,conference
37826,122,control
37827,119,wall
37828,119,event
37829,186,billion
37830,107,inside
37831,95,process
37832,29,can
37833,134,consumer
37834,68,doctor
37835,153,material
37836,82,lot
37837,183,no
37838,122,analysis
37839,44,little
37840,146,fire
37841,130,team
37842,90,responsibility
37843,72,but
37844,81,office
37845,194,your
37846,174,carry
37847,54,sound
37848,155,customer
37849,143,rate
37850,126,hot
37851,27,area
37852,35,federal
37853,43,group
37854,137,five
37855,113,anyone
37856,89,likely
37857,60,southern
37858,19,movement
37859,15,Republican
37860,91,door
37861,108,do
37862,16,join
37863,46,ground
37864,157,item
37865,38,agent
37866,104,itself
37867,186,claim
37868,83,admit
37869,99,glass
37870,174,point
37871,80,money
37872,190,bank
37873,188,yet
37874,38,meet
37875,152,baby
37876,194,ground
37877,188,eat
37878,193,since
37879,127,your
37880,108,admit
37881,76,will
37882,81,sign
37883,69,speech
37884,146,foot
37885,123,great
37886,30,task
37887,188,top
37888,28,reach
37889,192,find
37890,26,same
37891,130,politics
37892,153,song
37893,56,financial
37894,164,road
37895,95,recognize
37896,74,board
37897,146,upon
37898,118,network
37899,71,blood
37900,15,laugh
37901,128,support
37902,77,close
37903,34,most
37904,195,dream
37905,175,especially
37906,44,ahead
37907,40,store
37908,18,value
37909,12,degree
37910,141,side
37911,67,shoulder
37912,35,suffer
37913,189,majority
37914,98,standard
37915,78,practice
37916,91,bring
37917,158,power
37918,200,to
37919,89,national
37920,179,seat
37921,102,mother
37922,35,image
37923,168,win
37924,27,spend
37925,99,environment
37926,35,theory
37927,154,president
37928,185,least
37929,188,room
37930,79,south
37931,195,election
37932,125,everyone
37933,116,foot
37934,123,director
37935,193,room
37936,180,agree
37937,155,the
37938,172,exist
37939,103,lay
37940,63,its
37941,135,however
37942,158,institution
37943,153,under
37944,77,power
37945,127,structure
37946,92,discuss
37947,34,go
37948,63,coach
37949,62,possible
37950,89,plant
37951,70,difference
37952,47,our
37953,30,if
37954,140,prepare
37955,49,lay
37956,74,fire
37957,18,food
37958,180,civil
37959,125,inside
37960,57,loss
37961,160,magazine
37962,143,action
37963,54,doctor
37964,10,attention
37965,36,matter
37966,153,lose
37967,95,man
37968,156,quickly
37969,151,travel
37970,113,authority
37971,181,same
37972,102,black
37973,125,ever
37974,21,public
37975,130,meet
37976,121,nor
37977,14,into
37978,135,the
37979,47,listen
37980,17,main
37981,147,wife
37982,174,attack
37983,130,six
37984,168,many
37985,17,office
37986,54,hard
37987,162,suggest
37988,193,hold
37989,186,go
37990,82,however
37991,147,way
37992,80,population
37993,37,capital
37994,149,none
37995,108,position
37996,86,turn
37997,48,under
37998,168,you
37999,198,small
38000,76,effort
38001,186,arm
38002,159,alone
38003,91,room
38004,112,form
38005,169,traditional
38006,180,week
38007,92,deal
38008,94,environment
38009,87,commercial
38010,43,use
38011,128,the
38012,85,health
38013,161,born
38014,108,seek
38015,65,purpose
38016,192,radio
38017,189,choose
38018,157,again
38019,12,field
38020,107,after
38021,97,expect
38022,79,fight
38023,108,candidate
38024,81,control
38025,191,improve
38026,23,science
38027,167,our
38028,115,develop
38029,70,thought
38030,197,dog
38031,180,take
38032,161,few
38033,100,with
38034,126,similar
38035,193,these
38036,197,room
38037,97,moment
38038,15,learn
38039,140,senior
38040,94,art
38041,156,decade
38042,25,draw
38043,32,difference
38044,131,suffer
38045,52,scene
38046,134,range
38047,22,take
38048,165,common
38049,32,word
38050,178,manage
38051,24,quite
38052,36,past
38053,186,themselves
38054,71,choice
38055,127,air
38056,27,west
38057,89,design
38058,197,bit
38059,138,see
38060,25,when
38061,96,center
38062,29,character
38063,46,life
38064,146,last
38065,192,article
38066,72,within
38067,27,style
38068,197,anything
38069,92,rather
38070,124,boy
38071,78,view
38072,62,address
38073,144,cut
38074,59,country
38075,159,lose
38076,41,opportunity
38077,17,data
38078,34,third
38079,114,knowledge
38080,178,off
38081,145,past
38082,103,eight
38083,28,plan
38084,104,finish
38085,187,question
38086,149,few
38087,40,student
38088,166,Mrs
38089,85,me
38090,84,bed
38091,71,maybe
38092,120,activity
38093,69,himself
38094,148,lead
38095,75,over
38096,68,manager
38097,180,significant
38098,141,individual
38099,173,base
38100,47,daughter
38101,168,ahead
38102,185,open
38103,175,minute
38104,83,budget
38105,180,option
38106,143,out
38107,81,head
38108,181,when
38109,128,operation
38110,158,left
38111,179,management
38112,165,effort
38113,131,capital
38114,137,out
38115,96,carry
38116,132,quality
38117,36,difficult
